"View Full Size","Ver tamaño completo"
"View Memo","Ver Nota de Remisión"
"View Memo for #%s","Ver Nota de Remisión para #%s"
"View Shipment","Ver envío"
"View Statistics For:","Ver estadística para:"
"Visibility:","Visibilidad:"
"Warning","Advertencia"
"Warning! Empty value can cause problems with CSV format.","¡Atención! Valores vacíos pueden causar problemas con el formato CSV."
"Warning!\r\nThis action will remove this user from already assigned role\r\nAre you sure?","Warning!\r\nThis action will remove this user from already assigned role\r\nAre you sure?"
"Warning!\r\nThis action will remove those users from already assigned roles\r\nAre you sure?","Warning!\r\nThis action will remove those users from already assigned roles\r\nAre you sure?"
"Warning: Please do not close the window during importing/exporting data","Warning: Please do not close the window during importing/exporting data"
"Watermark File for %s","Watermark File for %s"
"We appreciate our merchants\' feedback, please <a href=""#"" onclick=""surveyAction(\'yes\'); return false;"">take our survey</a> to provide insight on the features you would like included in Magento. <a href=""#"" onclick=""surveyAction(\'no\'); return false;"">Remove this notification</a>","We appreciate our merchants\' feedback, please <a href=""#"" onclick=""surveyAction(\'yes\'); return false;"">take our survey</a> to provide insight on the features you would like included in Magento. <a href=""#"" onclick=""surveyAction(\'no\'); return false;"">Remove this notification</a>"
"We\'re in our typing table, coding away more features for Magento. Thank you for your patience.","We\'re in our typing table, coding away more features for Magento. Thank you for your patience."
"Web Section","Sección Web"
"Web Services","Servicios Web"
"Web services","Servicios Web"
"Website","Sitio Web"
"What is this?","¿Qué es esto?"
"Wishlist Report","Reporte de la Lista de Deseos"
"Wishlist item is not loaded.","Articulo de la Lista de Deseos no se ha cargado."
"Wrong account specified.","Cuenta incorrecta."
"Wrong billing agreement ID specified.","Wrong billing agreement ID specified."
"Wrong column format.","Wrong column format."
"Wrong newsletter template.","Plantilla de Correo Incorrecta."
"Wrong quote item.","Wrong quote item."
"Wrong tab configuration.","Wrong tab configuration."
"Wrong tag was specified.","Wrong tag was specified."
"Wrong transaction ID specified.","Wrong transaction ID specified."
"XML","XML"
"XML data is invalid.","Datos XML invalidos."
"XML object is not instance of ""Varien_Simplexml_Element"".","XML object is not instance of ""Varien_Simplexml_Element""."
"YTD","YTD"
"Year","Año"
"Yes","Si"
"Yes (301 Moved Permanently)","Si (301 Movido Permanentemente)"
"Yes (302 Found)","Si (302 Found)"
"Yes (only price with tax)","Si (sólo precio con impuesto)"
"You cannot delete your own account.","Usted no puede eliminar su propia cuenta."
"You have %s unread message(s).","Usted tiene %s Mensajes sin leer."
"You have %s unread message(s). <a href=""%s"">Go to messages inbox</a>.","Usted tiene %s Mensajes sin leer. <a href=""%s"">Ir a la bandeja de entrada</a>."
"You have %s, %s and %s unread messages. <a href=""%s"">Go to messages inbox</a>.","Usted tiene %s, %s y %s mensajes sin leer <a href=""%s"">Ir a la Bandeja de Entrada</a>."
"You have logged out.","Ha cerrado la sesión."
"You have not enough permissions to use this functionality.","No tienes suficientes permisos para utilizar esta funcionalidad."
"You must have JavaScript enabled in your browser to utilize the functionality of this website.","Usted debe tener habilitado JavaScript en su navegador para utilizar la funcionalidad de este sitio web."
"You need to specify order items.","Es necesario especificar artículos del pedido"
"You will need to wait when the action ends.","Usted tendrá que esperar cuando la acción termine."
"Your answers contain duplicates.","Sus respuestas contienen duplicados."
"Your password has been updated.","Su contraseña ha sido actualizada."
"Your password reset link has expired.","Su enlace de cambio de contraseña ha caducado."
"Your server PHP settings allow you to upload files not more than %s at a time. Please modify post_max_size (currently is %s) and upload_max_filesize (currently is %s) values in php.ini if you want to upload larger files.","Your server PHP settings allow you to upload files not more than %s at a time. Please modify post_max_size (currently is %s) and upload_max_filesize (currently is %s) values in php.ini if you want to upload larger files."
"Your web server is configured incorrectly. As a result, configuration files with sensitive information are accessible from the outside. Please contact your hosting provider.","Your web server is configured incorrectly. As a result, configuration files with sensitive information are accessible from the outside. Please contact your hosting provider."
"Zip/Postal Code","Código Postal"
"Zip/Postal Code:","Código Postal:"
"[ deleted ]","[ eliminado ]"
"[GLOBAL]","[GLOBAL]"
"[STORE VIEW]","[STORE VIEW]"
"[WEBSITE]","[WEBSITE]"
"b","b"
"close","cerrar"
"critical","critico"
"example: ""sitemap/"" or ""/"" for base path (path must be writeable)","example: ""sitemap/"" or ""/"" for base path (path must be writeable)"
"example: sitemap.xml","example: sitemap.xml"
"failed","fallo"
"from","desde"
"major","mayor"
"minor","menor"
"notice","aviso"
"store(%s) scope","Ambito (%s) de la tienda"
"successful","exitoso"
"to","a"
"website(%s) scope","website(%s) scope"
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. It is highly recommended to change this value in your Magento <a href=""%s"">configuration</a>.","{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. It is highly recommended to change this value in your Magento <a href=""%s"">configuration</a>."
